reference,amount,type,date
6929,-1147.0,Leisure,2003-06-26
2945,-7760.0,Health Insurance,2003-06-27
4300,1085.0,Salary,2003-06-27
7916,-9990.0,Groceries,2003-06-28
9055,6997.0,Salary,2003-06-28
2742,-5672.0,Food,2003-06-29
4102,-6656.0,Subscriptions,2003-06-29
7691,2893.0,Other,2003-07-01
7427,4540.0,Salary,2003-07-01
5937,9865.0,Salary,2003-07-04
7719,-25.0,Investments,2003-07-04
7915,6091.0,Other,2003-07-04
9886,1836.0,Salary,2003-07-06
5540,-9504.0,Food,2003-07-06
7695,-7558.0,Health Insurance,2003-07-06
2115,-6668.0,Leisure,2003-07-08
1825,8004.0,Tips,2003-07-08
6998,-5016.0,Investments,2003-07-08
8581,6014.0,Salary,2003-07-08
9910,359.0,Tips,2003-07-10
7015,4092.0,Other,2003-07-11
5817,-8384.0,Groceries,2003-07-11
2444,1509.0,Other,2003-07-11
5333,9283.0,Salary,2003-07-13
4386,2121.0,Salary,2003-07-14
6760,3205.0,Tips,2003-07-14
5666,2985.0,Tips,2003-07-15
6209,5196.0,Tips,2003-07-15
905,6908.0,Tips,2003-07-16
7444,1992.0,Other,2003-07-16
3890,-1771.0,Investments,2003-07-17
6007,-3037.0,Groceries,2003-07-17
2413,2183.0,Salary,2003-07-17
8161,170.0,Other,2003-07-18
9344,-9757.0,Health Insurance,2003-07-18
4117,6287.0,Other,2003-07-19
9307,3158.0,Tips,2003-07-19
9943,7766.0,Tips,2003-07-20
3721,3834.0,Salary,2003-07-20
9229,9676.0,Tips,2003-07-21
6278,-6517.0,Food,2003-07-22
4067,-3183.0,Groceries,2003-07-22
8841,-9050.0,Investments,2003-07-24
4191,-8981.0,Health Insurance,2003-07-25
6259,784.0,Other,2003-07-25
771,-5476.0,Food,2003-07-27
8146,7687.0,Other,2003-07-27
2266,6127.0,Tips,2003-07-28
3340,6032.0,Other,2003-07-28
4757,-6713.0,Health Insurance,2003-07-28
9589,-7584.0,Investments,2003-07-28
7853,-2518.0,Health Insurance,2003-07-29
4741,3346.0,Tips,2003-07-29
1258,-6482.0,Groceries,2003-07-29
3874,-2326.0,Food,2003-07-29
8487,-6570.0,Leisure,2003-07-30
5943,6624.0,Tips,2003-07-30
4988,6631.0,Other,2003-07-31
9536,-7078.0,Leisure,2003-08-01
2333,-8136.0,Health Insurance,2003-08-06
6619,-9020.0,Groceries,2003-08-07
504,-1918.0,Investments,2003-08-08
6445,-7813.0,Groceries,2003-08-10
9904,6706.0,Salary,2003-08-11
1101,1802.0,Other,2003-08-12
2061,-7834.0,Groceries,2003-08-13
3969,2681.0,Salary,2003-08-14
2156,954.0,Other,2003-08-14
4253,1440.0,Tips,2003-08-17
3490,1232.0,Other,2003-08-18
6429,6712.0,Salary,2003-08-18
5357,-6404.0,Investments,2003-08-20
5585,7549.0,Other,2003-08-20
3884,2050.0,Salary,2003-08-22
4666,-126.0,Food,2003-08-22
4725,-5928.0,Food,2003-08-24
4108,8431.0,Salary,2003-08-26
6866,3938.0,Other,2003-08-27
6347,387.0,Salary,2003-08-28
5088,2126.0,Other,2003-08-29
7706,721.0,Salary,2003-08-29
5067,8867.0,Tips,2003-08-29
5939,8304.0,Other,2003-08-31
9650,7138.0,Tips,2003-08-31
9573,-4716.0,Investments,2003-09-01
2818,-4084.0,Health Insurance,2003-09-02
4539,-8124.0,Health Insurance,2003-09-03
6940,8781.0,Salary,2003-09-03
723,2880.0,Tips,2003-09-03
6317,-4961.0,Health Insurance,2003-09-04
1062,-9806.0,Investments,2003-09-05
6927,-7498.0,Investments,2003-09-06
1051,-8037.0,Groceries,2003-09-06
269,-15.0,Leisure,2003-09-07
5886,-2899.0,Investments,2003-09-07
5506,-5547.0,Health Insurance,2003-09-07
6222,265.0,Other,2003-09-08
9223,-3724.0,Groceries,2003-09-10
4598,-1899.0,Leisure,2003-09-10
6806,-691.0,Health Insurance,2003-09-11
2090,-7314.0,Groceries,2003-09-11
665,-1550.0,Groceries,2003-09-15
4429,8210.0,Other,2003-09-17
1658,8517.0,Tips,2003-09-18
4298,3613.0,Tips,2003-09-18
857,-9897.0,Health Insurance,2003-09-19
8915,2321.0,Salary,2003-09-19
8951,175.0,Salary,2003-09-19
2498,-949.0,Food,2003-09-21
774,-3822.0,Leisure,2003-09-21
4912,-3867.0,Food,2003-09-22
4970,5349.0,Other,2003-09-23
7368,607.0,Other,2003-09-23
5676,6639.0,Tips,2003-09-24
7228,1013.0,Other,2003-09-25
8881,9825.0,Other,2003-09-26
4140,-6918.0,Health Insurance,2003-09-26
2131,369.0,Tips,2003-09-26
6466,9122.0,Salary,2003-09-27
3117,-3625.0,Leisure,2003-09-27
9031,-4463.0,Health Insurance,2003-09-27
161,265.0,Tips,2003-09-28
4460,6802.0,Other,2003-09-29
9407,-1439.0,Investments,2003-09-29
2550,554.0,Other,2003-09-30
4945,-3204.0,Food,2003-10-01
2862,4918.0,Other,2003-10-01
3585,-7673.0,Subscriptions,2003-10-04
3565,-2886.0,Subscriptions,2003-10-04
2746,7519.0,Tips,2003-10-04
8727,8129.0,Salary,2003-10-06
7508,4949.0,Salary,2003-10-06
8871,3302.0,Other,2003-10-06
9391,-8419.0,Food,2003-10-06
1288,-8977.0,Food,2003-10-07
3738,4158.0,Other,2003-10-08
6790,5196.0,Other,2003-10-10
3577,-866.0,Leisure,2003-10-10
3371,-8320.0,Leisure,2003-10-10
5248,-7746.0,Food,2003-10-12
4160,3435.0,Tips,2003-10-12
3295,-9161.0,Groceries,2003-10-13
534,-8717.0,Leisure,2003-10-13
1668,9130.0,Other,2003-10-14
3863,4831.0,Tips,2003-10-15
4035,-2385.0,Groceries,2003-10-15
3963,6100.0,Tips,2003-10-15
2447,-881.0,Leisure,2003-10-16
8447,7503.0,Other,2003-10-17
1822,-5007.0,Health Insurance,2003-10-18
5293,1666.0,Salary,2003-10-19
5966,8033.0,Tips,2003-10-19
6823,3340.0,Salary,2003-10-19
343,1553.0,Salary,2003-10-20
7698,6138.0,Tips,2003-10-21
752,9970.0,Other,2003-10-21
2827,8207.0,Other,2003-10-22
8469,6539.0,Other,2003-10-22
9630,5140.0,Other,2003-10-23
9690,2501.0,Other,2003-10-25
9233,-1884.0,Groceries,2003-10-25
4777,-2157.0,Leisure,2003-10-26
482,-8590.0,Investments,2003-10-27
6550,-349.0,Subscriptions,2003-10-27
9911,6359.0,Salary,2003-10-27
4645,5221.0,Other,2003-10-28
8451,-9340.0,Health Insurance,2003-10-30
2724,-1787.0,Groceries,2003-10-30
8770,-5958.0,Groceries,2003-10-31
5219,-7167.0,Leisure,2003-11-01
3005,-6951.0,Health Insurance,2003-11-02
1530,6258.0,Salary,2003-11-03
8202,-9139.0,Leisure,2003-11-03
7150,-8296.0,Subscriptions,2003-11-03
3548,-8710.0,Subscriptions,2003-11-04
3495,7607.0,Salary,2003-11-04
1945,-7152.0,Groceries,2003-11-05
4216,-251.0,Groceries,2003-11-05
6709,5645.0,Tips,2003-11-06
9544,327.0,Salary,2003-11-07
8013,-5363.0,Health Insurance,2003-11-09
7586,-2976.0,Health Insurance,2003-11-09
9460,-5119.0,Food,2003-11-10
1722,4642.0,Other,2003-11-11
4684,-4875.0,Leisure,2003-11-11
7806,5364.0,Salary,2003-11-12
8680,-1438.0,Leisure,2003-11-12
8359,3829.0,Tips,2003-11-12
2152,-6031.0,Health Insurance,2003-11-17
8239,-4907.0,Leisure,2003-11-17
8295,-4661.0,Investments,2003-11-17
9420,7321.0,Other,2003-11-18
2623,-2134.0,Investments,2003-11-19
4427,-5422.0,Subscriptions,2003-11-20
2709,5496.0,Tips,2003-11-21
2503,4862.0,Tips,2003-11-21
1571,-3632.0,Food,2003-11-21
4213,5094.0,Other,2003-11-21
2888,1561.0,Other,2003-11-22
1085,8219.0,Tips,2003-11-23
7395,1242.0,Salary,2003-11-25
4905,-8535.0,Food,2003-11-26
9386,7681.0,Salary,2003-11-27
778,-4253.0,Leisure,2003-11-27
3629,-794.0,Investments,2003-11-30
3319,-9746.0,Groceries,2003-11-30
3289,7985.0,Other,2003-12-04
9385,-7552.0,Food,2003-12-05
1931,-1542.0,Food,2003-12-05
7330,9637.0,Other,2003-12-06
3904,-3980.0,Subscriptions,2003-12-07
2957,-5362.0,Investments,2003-12-07
9629,2195.0,Tips,2003-12-08
2010,-714.0,Food,2003-12-09
9288,-8964.0,Investments,2003-12-10
8803,3705.0,Other,2003-12-10
948,-6661.0,Food,2003-12-10
6234,4863.0,Salary,2003-12-10
5453,1989.0,Tips,2003-12-10
6623,-4881.0,Food,2003-12-10
2185,2590.0,Other,2003-12-11
5771,-1286.0,Food,2003-12-11
8461,8129.0,Salary,2003-12-12
6316,-9386.0,Subscriptions,2003-12-13
7753,130.0,Tips,2003-12-14
2418,-1412.0,Food,2003-12-14
5213,-420.0,Food,2003-12-14
9321,-1322.0,Investments,2003-12-16
805,9302.0,Salary,2003-12-18
9027,230.0,Salary,2003-12-18
6675,-4776.0,Investments,2003-12-18
9112,-6566.0,Leisure,2003-12-19
2811,9656.0,Other,2003-12-19
2792,-2856.0,Food,2003-12-20
5963,4966.0,Other,2003-12-20
1944,-2773.0,Groceries,2003-12-21
9586,-39.0,Leisure,2003-12-23
7672,-8617.0,Subscriptions,2003-12-23
9981,6977.0,Tips,2003-12-25
7818,8692.0,Tips,2003-12-28
3145,3786.0,Other,2003-12-28
1253,-5234.0,Subscriptions,2003-12-30
9308,-8488.0,Subscriptions,2004-01-01
9457,7609.0,Other,2004-01-05
5949,-2289.0,Health Insurance,2004-01-06
577,-2474.0,Subscriptions,2004-01-06
4920,580.0,Tips,2004-01-07
1735,-6191.0,Food,2004-01-07
2932,-3146.0,Groceries,2004-01-08
8221,5024.0,Salary,2004-01-09
3463,5959.0,Other,2004-01-10
9649,9401.0,Other,2004-01-10
9754,-2985.0,Health Insurance,2004-01-11
3677,7799.0,Salary,2004-01-11
1479,1710.0,Salary,2004-01-11
6141,-4649.0,Health Insurance,2004-01-12
9604,9347.0,Salary,2004-01-12
1595,8276.0,Salary,2004-01-13
6160,-836.0,Subscriptions,2004-01-13
7540,-2278.0,Leisure,2004-01-14
9201,1434.0,Tips,2004-01-14
4633,9734.0,Other,2004-01-15
3928,-2397.0,Leisure,2004-01-16
428,5952.0,Salary,2004-01-17
9378,4454.0,Other,2004-01-18
8625,-938.0,Subscriptions,2004-01-19
5043,5224.0,Salary,2004-01-20
7054,162.0,Other,2004-01-21
1092,-4639.0,Investments,2004-01-22
3584,-5224.0,Investments,2004-01-23
6507,137.0,Salary,2004-01-23
7595,-9600.0,Food,2004-01-23
3059,7754.0,Tips,2004-01-24
9132,-630.0,Leisure,2004-01-25
9684,-7606.0,Investments,2004-01-25
6691,-3159.0,Subscriptions,2004-01-26
3303,-4115.0,Subscriptions,2004-01-26
6151,-356.0,Investments,2004-01-27
564,-5943.0,Food,2004-01-29
9158,-6612.0,Subscriptions,2004-01-30
1622,-3432.0,Subscriptions,2004-01-31
5776,-4860.0,Investments,2004-02-01
5265,-6278.0,Food,2004-02-01
8170,-1549.0,Health Insurance,2004-02-01
6830,-123.0,Health Insurance,2004-02-02
9036,5353.0,Other,2004-02-03
2506,-1378.0,Subscriptions,2004-02-04
8078,8725.0,Other,2004-02-06
9607,8054.0,Other,2004-02-07
4136,-8814.0,Food,2004-02-09
8784,-2578.0,Food,2004-02-09
4732,-2890.0,Leisure,2004-02-10
7452,-2749.0,Subscriptions,2004-02-12
7314,-6164.0,Food,2004-02-14
7067,-8324.0,Investments,2004-02-14
2312,-2187.0,Leisure,2004-02-14
8073,-3289.0,Leisure,2004-02-16
8501,2654.0,Tips,2004-02-17
8084,6021.0,Other,2004-02-17
7459,-2332.0,Investments,2004-02-17
5500,-9447.0,Investments,2004-02-18
4502,-7567.0,Leisure,2004-02-19
3481,3966.0,Other,2004-02-19
6667,4032.0,Tips,2004-02-19
5561,1691.0,Other,2004-02-20
5276,-7635.0,Investments,2004-02-21
8938,4159.0,Salary,2004-02-21
5530,3124.0,Other,2004-02-21
7942,2237.0,Tips,2004-02-21
9774,-7370.0,Groceries,2004-02-22
8134,3078.0,Tips,2004-02-26
544,-3830.0,Food,2004-02-27
9702,-4209.0,Groceries,2004-02-27
9966,8101.0,Tips,2004-02-28
1774,-8083.0,Subscriptions,2004-02-28
644,4964.0,Other,2004-03-01
9962,7995.0,Other,2004-03-01
9799,-408.0,Leisure,2004-03-02
2262,2499.0,Tips,2004-03-02
7629,-5787.0,Leisure,2004-03-03
3956,-8884.0,Investments,2004-03-03
3964,6521.0,Tips,2004-03-05
8434,9995.0,Salary,2004-03-07
7639,-6716.0,Groceries,2004-03-10
1737,7249.0,Other,2004-03-10
5622,9394.0,Tips,2004-03-11
1113,3063.0,Other,2004-03-12
6557,3668.0,Salary,2004-03-14
928,-1122.0,Health Insurance,2004-03-14
1705,-914.0,Food,2004-03-15
4779,-1623.0,Subscriptions,2004-03-16
5318,-5477.0,Leisure,2004-03-17
1339,-4739.0,Groceries,2004-03-19
222,783.0,Tips,2004-03-19
6649,9064.0,Tips,2004-03-20
8576,2772.0,Salary,2004-03-21
4547,2026.0,Salary,2004-03-21
1107,-5179.0,Food,2004-03-21
7277,-4852.0,Subscriptions,2004-03-22
4162,-2064.0,Investments,2004-03-23
6776,-4228.0,Subscriptions,2004-03-23
3600,8351.0,Salary,2004-03-24
6078,6765.0,Tips,2004-03-24
3609,5236.0,Salary,2004-03-24
6349,-6616.0,Food,2004-03-24
1749,5673.0,Salary,2004-03-26
1496,-1534.0,Groceries,2004-03-27
62,-4206.0,Leisure,2004-03-27
3833,1372.0,Other,2004-03-27
4670,317.0,Tips,2004-03-29
2680,3991.0,Salary,2004-03-31
2284,224.0,Salary,2004-04-01
7411,7351.0,Tips,2004-04-03
7084,7942.0,Salary,2004-04-06
2528,996.0,Salary,2004-04-07
4337,-4920.0,Health Insurance,2004-04-08
1650,1119.0,Other,2004-04-09
5753,-9138.0,Investments,2004-04-09
914,7747.0,Other,2004-04-10
8831,-4827.0,Leisure,2004-04-11
8323,7818.0,Salary,2004-04-12
6432,-2368.0,Subscriptions,2004-04-13
5583,5652.0,Tips,2004-04-13
5710,5230.0,Tips,2004-04-15
945,3288.0,Tips,2004-04-16
5360,7407.0,Salary,2004-04-18
8723,-5760.0,Food,2004-04-19
4749,-2325.0,Groceries,2004-04-22
4822,1924.0,Tips,2004-04-22
922,-1687.0,Health Insurance,2004-04-22
5536,5239.0,Salary,2004-04-23
1918,-8327.0,Groceries,2004-04-24
9141,-3616.0,Leisure,2004-04-24
8328,-5075.0,Food,2004-04-25
9468,-3479.0,Investments,2004-04-26
5770,904.0,Tips,2004-04-26
74,4620.0,Tips,2004-04-29
9883,7492.0,Tips,2004-04-30
4860,3615.0,Tips,2004-04-30
2342,-1044.0,Health Insurance,2004-04-30
4990,-6233.0,Food,2004-05-01
872,-4915.0,Groceries,2004-05-01
539,-1528.0,Groceries,2004-05-01
4262,2829.0,Tips,2004-05-03
4261,1354.0,Other,2004-05-03
2509,1101.0,Tips,2004-05-03
9297,1859.0,Other,2004-05-04
3276,4020.0,Other,2004-05-05
5366,2326.0,Tips,2004-05-06
2895,6469.0,Tips,2004-05-08
4082,3382.0,Other,2004-05-08
7345,6643.0,Salary,2004-05-09
1906,9259.0,Other,2004-05-09
2519,170.0,Other,2004-05-10
7383,-1016.0,Food,2004-05-10
6440,-8867.0,Health Insurance,2004-05-11
3354,-2892.0,Food,2004-05-12
5607,-5492.0,Groceries,2004-05-13
3792,-860.0,Groceries,2004-05-13
1493,-9985.0,Leisure,2004-05-15
8047,1922.0,Tips,2004-05-16
1690,8754.0,Salary,2004-05-17
3628,923.0,Other,2004-05-19
8350,-4653.0,Food,2004-05-19
5890,-7301.0,Health Insurance,2004-05-20
7213,9447.0,Salary,2004-05-20
4263,1117.0,Tips,2004-05-20
6135,-9081.0,Groceries,2004-05-23
6274,4836.0,Other,2004-05-25
2729,2731.0,Tips,2004-05-26
6637,3350.0,Tips,2004-05-26
7105,7242.0,Tips,2004-05-27
2805,-8418.0,Leisure,2004-05-28
7428,4141.0,Other,2004-05-28
8791,-4522.0,Food,2004-05-29
2812,7581.0,Tips,2004-05-29
8450,-8619.0,Investments,2004-06-01
5708,-4751.0,Investments,2004-06-02
7155,-7582.0,Food,2004-06-03
2496,9651.0,Tips,2004-06-04
8829,1667.0,Tips,2004-06-04
1370,826.0,Tips,2004-06-05
3501,6779.0,Salary,2004-06-09
8936,-3505.0,Groceries,2004-06-09
9083,-1938.0,Food,2004-06-10
8455,626.0,Salary,2004-06-10
8920,-7117.0,Investments,2004-06-10
388,-1585.0,Leisure,2004-06-11
2984,1078.0,Tips,2004-06-12
5948,1271.0,Tips,2004-06-13
249,5886.0,Salary,2004-06-14
1109,-5637.0,Health Insurance,2004-06-18
355,752.0,Tips,2004-06-19
6545,-6206.0,Investments,2004-06-20
8499,-4559.0,Groceries,2004-06-20
1376,-4320.0,Groceries,2004-06-22
2231,-3522.0,Groceries,2004-06-24
5855,-755.0,Groceries,2004-06-24
3767,-5212.0,Investments,2004-06-25
2169,1473.0,Salary,2004-06-25
118,2882.0,Salary,2004-06-26
816,973.0,Tips,2004-06-29
8566,4349.0,Tips,2004-06-30
3173,1643.0,Other,2004-06-30
3581,-9139.0,Leisure,2004-07-02
9646,-4278.0,Investments,2004-07-03
1796,-4844.0,Investments,2004-07-04
9481,7241.0,Tips,2004-07-05
6745,420.0,Salary,2004-07-05
6773,7058.0,Other,2004-07-06
7746,6154.0,Tips,2004-07-09
4858,-8708.0,Food,2004-07-12
9413,1140.0,Tips,2004-07-12
7517,-9731.0,Health Insurance,2004-07-13
5257,-1572.0,Food,2004-07-13
6179,-589.0,Leisure,2004-07-15
1509,7963.0,Tips,2004-07-18
8374,114.0,Other,2004-07-19
6367,8776.0,Tips,2004-07-20
5565,1481.0,Tips,2004-07-20
890,-6720.0,Leisure,2004-07-21
7754,-3717.0,Investments,2004-07-21
635,1752.0,Salary,2004-07-24
3270,5016.0,Salary,2004-07-25
4730,-2044.0,Subscriptions,2004-07-25
8068,-2222.0,Health Insurance,2004-07-25
2129,7730.0,Other,2004-07-26
3815,-4834.0,Subscriptions,2004-07-27
3865,-330.0,Investments,2004-07-28
3402,-3443.0,Subscriptions,2004-07-29
104,3666.0,Salary,2004-07-29
6504,-3530.0,Investments,2004-07-30
1272,-6616.0,Subscriptions,2004-08-02
4552,-8271.0,Investments,2004-08-03
8320,1219.0,Tips,2004-08-03
6755,917.0,Other,2004-08-04
4115,7415.0,Tips,2004-08-04
9309,-6418.0,Investments,2004-08-04
7670,9218.0,Other,2004-08-07
2060,-8915.0,Groceries,2004-08-07
9187,4107.0,Other,2004-08-09
5086,-5863.0,Groceries,2004-08-09
8646,5383.0,Tips,2004-08-10
8041,-6148.0,Leisure,2004-08-10
2635,-4077.0,Health Insurance,2004-08-12
4713,518.0,Salary,2004-08-12
93,-1946.0,Health Insurance,2004-08-13
4000,5782.0,Other,2004-08-15
3778,1137.0,Tips,2004-08-15
5000,-4168.0,Food,2004-08-15
2235,-8407.0,Subscriptions,2004-08-17
613,-6432.0,Leisure,2004-08-17
4130,-100.0,Food,2004-08-19
508,-8084.0,Groceries,2004-08-19
9183,1637.0,Tips,2004-08-21
3708,3132.0,Salary,2004-08-21
4113,4438.0,Salary,2004-08-22
2943,-6176.0,Health Insurance,2004-08-23
4125,-3147.0,Groceries,2004-08-25
1707,-7206.0,Investments,2004-08-26
5820,-1047.0,Groceries,2004-08-27
6821,-6940.0,Groceries,2004-08-27
7935,-3019.0,Food,2004-08-28
5564,-7589.0,Health Insurance,2004-08-29
4342,-3769.0,Health Insurance,2004-08-30
3982,4940.0,Other,2004-08-30
7860,-2523.0,Food,2004-08-30
5660,-8587.0,Investments,2004-08-31
5655,3872.0,Salary,2004-08-31
5205,-9430.0,Food,2004-09-01
5345,8405.0,Tips,2004-09-02
9179,940.0,Tips,2004-09-03
9728,-9702.0,Food,2004-09-03
2197,4637.0,Tips,2004-09-05
5897,-418.0,Food,2004-09-06
7558,-1516.0,Health Insurance,2004-09-07
175,7149.0,Tips,2004-09-07
7790,4213.0,Other,2004-09-08
5803,3298.0,Salary,2004-09-08
4111,8171.0,Tips,2004-09-08
4546,-5760.0,Subscriptions,2004-09-08
8468,8100.0,Salary,2004-09-09
5751,-1141.0,Leisure,2004-09-10
3719,-7674.0,Health Insurance,2004-09-10
4735,-7149.0,Food,2004-09-11
2208,-401.0,Leisure,2004-09-11
9336,6867.0,Salary,2004-09-12
9909,-8938.0,Investments,2004-09-12
1282,-2892.0,Health Insurance,2004-09-13
3453,-255.0,Groceries,2004-09-13
942,-4681.0,Subscriptions,2004-09-15
502,-4771.0,Subscriptions,2004-09-15
702,-1720.0,Food,2004-09-16
5695,163.0,Other,2004-09-16
8852,-4327.0,Health Insurance,2004-09-18
9058,-6726.0,Food,2004-09-18
8923,-9025.0,Investments,2004-09-19
9313,-5691.0,Investments,2004-09-19
1733,-2791.0,Food,2004-09-20
2063,-6456.0,Leisure,2004-09-21
4785,-2355.0,Food,2004-09-21
1817,1973.0,Other,2004-09-22
7994,5952.0,Tips,2004-09-24
5552,20.0,Tips,2004-09-25
8823,-2833.0,Food,2004-09-25
1099,-3057.0,Subscriptions,2004-09-26
3734,4404.0,Other,2004-09-26
8183,-5629.0,Health Insurance,2004-09-27
5522,-6972.0,Food,2004-09-29
4674,3626.0,Salary,2004-09-30
4275,-3450.0,Food,2004-09-30
658,9582.0,Tips,2004-10-01
6365,5779.0,Tips,2004-10-01
9806,-8488.0,Health Insurance,2004-10-01
5826,2016.0,Other,2004-10-02
9471,-2568.0,Leisure,2004-10-02
1173,-9141.0,Leisure,2004-10-03
5196,-7266.0,Investments,2004-10-05
3188,9984.0,Salary,2004-10-05
3424,-1361.0,Leisure,2004-10-06
5793,7213.0,Tips,2004-10-06
2205,1023.0,Other,2004-10-07
5856,3012.0,Salary,2004-10-07
1590,-3397.0,Health Insurance,2004-10-08
9973,-7354.0,Health Insurance,2004-10-08
7163,-3917.0,Groceries,2004-10-08
5228,-5489.0,Health Insurance,2004-10-10
1693,-5302.0,Subscriptions,2004-10-10
7608,-6375.0,Food,2004-10-11
4357,-1333.0,Investments,2004-10-11
1926,1865.0,Tips,2004-10-13
1696,1531.0,Tips,2004-10-13
2385,7229.0,Salary,2004-10-13
5691,-3179.0,Subscriptions,2004-10-14
1091,-6805.0,Groceries,2004-10-15
3755,3161.0,Salary,2004-10-15
6265,8584.0,Salary,2004-10-18
4333,6225.0,Tips,2004-10-18
1694,7031.0,Salary,2004-10-18
9123,8337.0,Other,2004-10-18
3898,-4291.0,Leisure,2004-10-20
2978,2668.0,Salary,2004-10-20
8272,5630.0,Salary,2004-10-21
3791,5952.0,Other,2004-10-21
9558,-5690.0,Food,2004-10-21
489,6931.0,Salary,2004-10-22
8913,-5911.0,Leisure,2004-10-23
1956,2670.0,Other,2004-10-23
3377,9468.0,Other,2004-10-25
9683,-2475.0,Groceries,2004-10-25
3433,1505.0,Salary,2004-10-26
6783,5427.0,Salary,2004-10-29
4643,-3620.0,Subscriptions,2004-10-29
3640,-8056.0,Investments,2004-10-30
5324,6895.0,Salary,2004-10-31
1032,-6297.0,Groceries,2004-10-31
8724,1844.0,Salary,2004-10-31
5485,-6851.0,Investments,2004-10-31
9315,6260.0,Other,2004-11-02
2378,-8926.0,Groceries,2004-11-03
2606,8935.0,Other,2004-11-04
2296,-2420.0,Subscriptions,2004-11-05
5507,8457.0,Other,2004-11-05
1555,8767.0,Tips,2004-11-06
694,-6550.0,Health Insurance,2004-11-08
5558,-6365.0,Groceries,2004-11-10
6213,5592.0,Tips,2004-11-11
1459,-7688.0,Leisure,2004-11-15
3180,-4155.0,Leisure,2004-11-16
7958,6601.0,Salary,2004-11-18
8052,6475.0,Other,2004-11-18
3795,-5899.0,Leisure,2004-11-18
4338,-3729.0,Health Insurance,2004-11-19
4608,5656.0,Tips,2004-11-19
2133,-257.0,Food,2004-11-21
2390,638.0,Tips,2004-11-23
6959,1280.0,Other,2004-11-24
9254,-4418.0,Subscriptions,2004-11-24
1624,-3672.0,Food,2004-11-24
1422,6414.0,Salary,2004-11-26
377,-9546.0,Health Insurance,2004-11-27
7451,4068.0,Other,2004-11-27
2598,4906.0,Tips,2004-11-27
6765,8386.0,Tips,2004-11-28
3591,-1579.0,Food,2004-11-29
3203,-3299.0,Investments,2004-11-30
9198,3971.0,Salary,2004-12-02
9719,1523.0,Other,2004-12-02
211,-203.0,Health Insurance,2004-12-04
4273,-4458.0,Leisure,2004-12-06
1313,-2021.0,Health Insurance,2004-12-06
2821,6750.0,Salary,2004-12-07
8895,-432.0,Food,2004-12-09
8423,5080.0,Salary,2004-12-09
2946,-4940.0,Subscriptions,2004-12-15
4765,-6767.0,Leisure,2004-12-18
1502,-3403.0,Investments,2004-12-18
1745,-7438.0,Leisure,2004-12-18
5654,-1866.0,Health Insurance,2004-12-19
783,8747.0,Other,2004-12-19
7307,4661.0,Salary,2004-12-19
5843,-4749.0,Investments,2004-12-19
4869,-4607.0,Investments,2004-12-21
5652,7580.0,Salary,2004-12-21
9920,-1359.0,Leisure,2004-12-21
8514,-1513.0,Investments,2004-12-22
9805,8922.0,Other,2004-12-23
8785,3380.0,Tips,2004-12-23
3113,-7232.0,Groceries,2004-12-24
6394,6297.0,Salary,2004-12-24
6057,5376.0,Other,2004-12-24
6377,1169.0,Tips,2004-12-25
5960,3611.0,Other,2004-12-25
4184,-2715.0,Food,2004-12-27
5922,6944.0,Other,2004-12-28
4020,614.0,Salary,2004-12-30
2164,-371.0,Investments,2004-12-30
1504,8083.0,Salary,2004-12-31
5112,2247.0,Tips,2004-12-31
5169,-8702.0,Groceries,2004-12-31
6863,5139.0,Other,2004-12-31
6449,-8177.0,Subscriptions,2004-12-31
6799,-5707.0,Investments,2005-01-01
6077,-535.0,Subscriptions,2005-01-01
7450,-5884.0,Leisure,2005-01-02
8758,2597.0,Salary,2005-01-02
4761,5885.0,Tips,2005-01-02
2049,4066.0,Tips,2005-01-03
9492,8502.0,Tips,2005-01-04
8599,3644.0,Salary,2005-01-05
7734,8866.0,Other,2005-01-05
3009,1202.0,Salary,2005-01-06
4296,-2162.0,Groceries,2005-01-07
2271,-7669.0,Subscriptions,2005-01-09
4907,1.0,Salary,2005-01-09
9885,-8554.0,Subscriptions,2005-01-10
8271,4484.0,Other,2005-01-10
7436,-2362.0,Food,2005-01-12
5539,-6311.0,Groceries,2005-01-13
5804,2285.0,Other,2005-01-14
5911,7674.0,Tips,2005-01-14
2216,678.0,Other,2005-01-14
4422,-7722.0,Health Insurance,2005-01-14
4099,4377.0,Salary,2005-01-16
552,5863.0,Tips,2005-01-16
1045,9227.0,Salary,2005-01-16
9020,-9703.0,Groceries,2005-01-18
1701,-4129.0,Food,2005-01-19
4837,-3817.0,Investments,2005-01-19
3870,-6562.0,Leisure,2005-01-21
1873,6516.0,Salary,2005-01-21
9976,-8683.0,Food,2005-01-22
6115,4778.0,Salary,2005-01-23
1955,-3307.0,Food,2005-01-24
6321,-9600.0,Health Insurance,2005-01-26
9230,-1501.0,Subscriptions,2005-01-26
112,5853.0,Other,2005-01-27
7623,-1700.0,Leisure,2005-01-27
3251,-4119.0,Investments,2005-01-28
9402,2792.0,Salary,2005-01-28
7431,6295.0,Other,2005-01-29
5101,-2134.0,Subscriptions,2005-02-01
1269,-1454.0,Subscriptions,2005-02-01
3691,-9683.0,Investments,2005-02-01
3578,1567.0,Tips,2005-02-01
5264,4976.0,Tips,2005-02-02
8209,843.0,Tips,2005-02-02
999,3020.0,Tips,2005-02-04
2809,8588.0,Tips,2005-02-05
6431,-8646.0,Investments,2005-02-07
9934,-3374.0,Leisure,2005-02-08
